x,y,z,vx,vy,vz,t
6741.09743074101,-707.6352159259928,0.0,0.8005948705818752,7.626652702740552,0.0,27675.675675675673
6777.983009431077,-45.70002135076648,0.0,0.05170347881673645,7.668383815950237,0.0,27762.16216216216
6750.026471049777,616.6723665142274,0.0,-0.6976825400335408,7.636754721218668,0.0,27848.648648648646
6657.495263817864,1273.1453089579563,0.0,-1.4403941248496814,7.532068000575726,0.0,27935.135135135133
6501.274594916814,1917.4386048660847,0.0,-2.169326063268303,7.355325148147892,0.0,28021.62162162162
6282.858962203149,2543.3885700258866,0.0,-2.8775049655796474,7.108216990682702,0.0,28108.108108108107
6004.3378559364355,3145.0070049435312,0.0,-3.558155991205391,6.793107504541391,0.0,28194.594594594593
5668.3757696374805,3716.538480157584,0.0,-4.204767638628967,6.413011206561684,0.0,28281.08108108108
5278.186714623238,4252.515389226544,0.0,-4.811154023513423,5.971564336069744,0.0,28367.567567567567
4837.503460775369,4747.8102725597155,0.0,-5.371514138894703,5.472989998015197,0.0,28454.054054054053
4350.5418460386945,5197.684845297082,0.0,-5.8804872131258685,4.92205788592098,0.0,28540.54054054054
3821.9604206381823,5597.835352628573,0.0,-6.333204154006263,4.3240384880422775,0.0,28627.027027027027
3256.815908589023,5944.433717267908,0.0,-6.725333974492178,3.684652855343173,0.0,28713.513513513513
2660.5148030867476,6234.164182449595,0.0,-7.053125360713535,3.0100176720897602,0.0,28800.0
2038.761671452949,6464.255015972466,0.0,-7.3134424512409995,2.3065869303776907,0.0,28886.486486486487
1397.5045631967996,6632.505036216173,0.0,-7.503794910719376,1.581090036930131,0.0,28972.972972972973
742.8781147677689,6737.304666119763,0.0,-7.622361715895339,0.8404675141075679,0.0,29059.45945945946
81.1448635411225,6777.651331404397,0.0,-7.668008586722208,0.09180459442747448,0.0,29145.945945945947
-581.3646666202665,6753.15905242034,0.0,-7.640298839203805,-0.6577365828381372,0.0,29232.432432432433
-1238.3125252190853,6664.062136337872,0.0,-7.5394975608893775,-1.400985470591091,0.0,29318.918918918916
-1883.4139676437078,6511.212935967653,0.0,-7.366569075627949,-2.1308317178745417,0.0,29405.405405405403
-2510.497579775094,6296.073695249848,0.0,-7.123167715915478,-2.8402931966042155,0.0,29491.89189189189
-3113.564316642928,6020.702560580636,0.0,-6.811621999109562,-3.522582785991728,0.0,29578.378378378377
-3686.8448885838575,5687.733893871481,0.0,-6.434912364064799,-4.171173290135187,0.0,29664.864864864863
-4224.854965897843,5300.353063458547,0.0,-5.996642610811345,-4.779859949921583,0.0,29751.35135135135
-4722.447627867472,4862.265982508077,0.0,-5.50100551130659,-5.342819678234737,0.0,29837.837837837837
-5174.862617743244,4377.663642835785,0.0,-4.952742585005796,-5.854666910418405,0.0,29924.324324324323
-5577.771868526768,3851.1820352258956,0.0,-4.357098869686108,-6.310504987099998,0.0,30010.81081081081
-5927.320919030395,3287.8577844915285,0.0,-3.7197726006470333,-6.705973124494173,0.0,30097.297297297297
-6220.165778895745,2693.079979869542,0.0,-3.0468608432123627,-7.037288024916829,0.0,30183.783783783783
-6453.504924499765,2072.538610564385,0.0,-2.3448010447532335,-7.301280148078212,0.0,30270.27027027027
-6625.106099025295,1432.170133216645,0.0,-1.620309512741871,-7.495423991179555,0.0,30356.756756756757
-6733.327665396514,778.1006863528814,0.0,-0.8803171665169884,-7.617862258902288,0.0,30443.243243243243
-6777.134313596862,116.58747739490948,0.0,-0.13190319748246107,-7.667423637552658,0.0,30529.72972972973
-6756.106963857686,-546.041075686962,0.0,0.6177726375024661,-7.643633994048415,0.0,30616.216216216217
-6670.44677576523,-1203.4458832263317,0.0,1.3615385026101339,-7.546720913592054,0.0,30702.702702702703
-6520.973224346257,-1849.3378294683848,0.0,2.09227910013707,-7.377611523026515,0.0,30789.18918918919
-6309.116260503665,-2477.537936892095,0.0,2.8030037383264266,-7.1379236224400815,0.0,30875.675675675673
-6036.90263112136,-3082.036478518353,0.0,3.486913215056983,-6.829950205825345,0.0,30962.16216216216
-5706.93648808874,-3657.050473626906,0.0,4.137464870077964,-6.456637515585577,0.0,31048.648648648646
-5322.374482118797,-4197.078999831723,0.0,4.748435116394976,-6.021556899999999,0.0,31135.135135135133
-4886.8955523045115,-4696.955836320625,0.0,5.3139790985138475,-5.528870560584902,0.0,31221.62162162162
-4404.6657475513175,-5151.8988664554945,0.0,5.828686453689501,-4.983291859884992,0.0,31308.108108108107
-3880.2983526612948,-5557.555845797321,0.0,6.287633231122976,-4.390040076211645,0.0,31394.594594594593
-3318.809775764289,-5910.046020706214,0.0,6.686428846738029,-3.754790646340007,0.0,31481.08108108108
-2725.5715376552707,-6205.997268433794,0.0,7.021258215724754,-3.083620692717281,0.0,31567.567567567567
-2106.2589016499683,-6442.578346634916,0.0,7.288918151294765,-2.382951044486953,0.0,31654.054054054053
-1466.7965727366084,-6617.525983244689,0.0,7.486848067818616,-1.65948470904724,0.0,31740.54054054054
-813.3020158664997,-6729.166528465121,0.0,7.613154454777725,-0.9201427733046934,0.0,31827.027027027027
-152.0269402585937,-6776.431963820952,0.0,7.6666289900300235,-0.1719982202049128,0.0,31913.513513513513
510.7025132657701,-6758.870120711932,0.0,7.646760105585686,0.5777917681148007,0.0,32000.0
1168.546290535675,-6676.649005739923,0.0,7.553737878730078,1.3220542658060352,0.0,32086.486486486487
1815.211075949165,-6530.5551938408025,0.0,7.388452214565537,2.0536692241887446,0.0,32172.972972972973
2444.510499349991,-6321.986303113348,0.0,7.152484331075361,2.7656375926995205,0.0,32259.45945945946
3050.424318616214,-6052.937623993754,0.0,6.848091630105728,3.451148274739945,0.0,32345.945945945947
3627.1560080643562,-5725.9830335407405,0.0,6.478186119837509,4.10364325761482,0.0,32432.43243243243
4169.18821975212,-5344.250367858694,0.0,6.046306517375836,4.716880419267045,0.0,32518.918918918916
4671.33555929428,-4911.3915030994385,0.0,5.556584443995406,5.28499316090362,0.0,32605.405405405403
5128.794192413324,-4431.547419383381,0.0,5.013704858389241,5.802546596136346,0.0,32691.89189189189
5537.187806488784,-3909.3085819542944,0.0,4.422861267974496,6.264589501284334,0.0,32778.37837837838
5892.609469614039,-3349.671032268224,0.0,3.789706018731412,6.666701712487946,0.0,32864.86486486487
6191.6590138407455,-2757.988585235493,0.0,3.1202962428920555,7.005036387806403,0.0,32951.35135135135
6431.475555870865,-2139.92162205195,0.0,2.4210359124348084,7.276356819641565,0.0,33037.83783783784
6609.764873300346,-1501.3829254963975,0.0,1.6986145350580837,7.478067405568198,0.0,33124.32432432433
6724.821346228182,-848.4811295473227,0.0,0.959943231733061,7.608238459632592,0.0,33210.81081081081
6775.544277823637,-187.4622715922945,0.0,0.21208855749563899,7.665624691851506,0.0,33297.29729729729
6761.448423176773,475.34995977587664,0.0,-0.5377950827783693,7.649677112276039,0.0,33383.78378378378
